No.,Epoch Time,Source,MAC Source,Source Port,Destination,MAC Destination,Destination Port,Protocol,Length,Frame Number,Frame length on the wire,Sequence number,Acknowledgment number,Urgent pointer,Syn,Fin,Push,Congestion Window Reduced (CWR),Explicit Congestion Notification,Time to live,Reserved bit,Don't fragment,More fragments,Fragment offset,Window size value,Total Length,Next sequence number,Timestamp value,Bytes sent since last PSH flag,Re1,Timestamp echo reply,Source
3866,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3866,132,26430,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,26508,0,78,2,0,mydoom
3867,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3867,54,277,26508,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3868,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3868,133,26508,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,26587,0,79,2,0,mydoom
3869,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3869,54,277,26587,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3870,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,125,3870,125,26587,277,0,2,2,1,2,2,128,2,1,2,0,63964,111,26658,0,71,2,0,mydoom
3871,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3871,54,277,26658,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3872,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,63,3872,63,26658,277,0,2,2,1,2,2,128,2,1,2,0,63964,49,26667,0,9,2,0,mydoom
3873,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3873,54,277,26667,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3874,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3874,132,26667,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,26745,0,78,2,0,mydoom
3875,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3875,54,277,26745,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3876,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3876,132,26745,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,26823,0,78,2,0,mydoom
3877,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3877,54,277,26823,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3878,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3878,132,26823,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,26901,0,78,2,0,mydoom
3879,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3879,54,277,26901,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3880,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,135,3880,135,26901,277,0,2,2,1,2,2,128,2,1,2,0,63964,121,26982,0,81,2,0,mydoom
3881,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3881,54,277,26982,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3882,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3882,133,26982,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,27061,0,79,2,0,mydoom
3883,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3883,54,277,27061,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3884,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3884,133,27061,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,27140,0,79,2,0,mydoom
3885,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3885,54,277,27140,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3886,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3886,132,27140,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,27218,0,78,2,0,mydoom
3887,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3887,54,277,27218,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3888,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,106,3888,106,27218,277,0,2,2,1,2,2,128,2,1,2,0,63964,92,27270,0,52,2,0,mydoom
3889,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3889,54,277,27270,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3890,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,84,3890,84,27270,277,0,2,2,1,2,2,128,2,1,2,0,63964,70,27300,0,30,2,0,mydoom
3891,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3891,54,277,27300,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3892,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3892,132,27300,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,27378,0,78,2,0,mydoom
3893,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3893,54,277,27378,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3894,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,82,3894,82,27378,277,0,2,2,1,2,2,128,2,1,2,0,63964,68,27406,0,28,2,0,mydoom
3895,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3895,54,277,27406,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3896,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,106,3896,106,27406,277,0,2,2,1,2,2,128,2,1,2,0,63964,92,27458,0,52,2,0,mydoom
3897,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3897,54,277,27458,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3898,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,113,3898,113,27458,277,0,2,2,1,2,2,128,2,1,2,0,63964,99,27517,0,59,2,0,mydoom
3899,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3899,54,277,27517,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3900,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,60,3900,60,27517,277,0,2,2,1,2,2,128,2,1,2,0,63964,46,27523,0,6,2,0,mydoom
3901,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3901,54,277,27523,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3902,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,72,3902,72,27523,277,0,2,2,1,2,2,128,2,1,2,0,63964,58,27541,0,18,2,0,mydoom
3903,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3903,54,277,27541,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3904,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3904,133,27541,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,27620,0,79,2,0,mydoom
3905,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3905,54,277,27620,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3906,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3906,132,27620,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,27698,0,78,2,0,mydoom
3907,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3907,54,277,27698,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3908,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3908,132,27698,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,27776,0,78,2,0,mydoom
3909,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3909,54,277,27776,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3910,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3910,133,27776,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,27855,0,79,2,0,mydoom
3911,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3911,54,277,27855,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3912,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,134,3912,134,27855,277,0,2,2,1,2,2,128,2,1,2,0,63964,120,27935,0,80,2,0,mydoom
3913,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3913,54,277,27935,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3914,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,135,3914,135,27935,277,0,2,2,1,2,2,128,2,1,2,0,63964,121,28016,0,81,2,0,mydoom
3915,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3915,54,277,28016,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3916,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3916,132,28016,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,28094,0,78,2,0,mydoom
3917,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3917,54,277,28094,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3918,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3918,132,28094,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,28172,0,78,2,0,mydoom
3919,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3919,54,277,28172,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3920,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,106,3920,106,28172,277,0,2,2,1,2,2,128,2,1,2,0,63964,92,28224,0,52,2,0,mydoom
3921,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3921,54,277,28224,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3922,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,82,3922,82,28224,277,0,2,2,1,2,2,128,2,1,2,0,63964,68,28252,0,28,2,0,mydoom
3923,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3923,54,277,28252,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3924,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3924,133,28252,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,28331,0,79,2,0,mydoom
3925,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3925,54,277,28331,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3926,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3926,132,28331,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,28409,0,78,2,0,mydoom
3927,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3927,54,277,28409,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3928,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3928,133,28409,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,28488,0,79,2,0,mydoom
3929,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3929,54,277,28488,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3930,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,105,3930,105,28488,277,0,2,2,1,2,2,128,2,1,2,0,63964,91,28539,0,51,2,0,mydoom
3931,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3931,54,277,28539,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3932,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,58,3932,58,28539,277,0,2,2,1,2,2,128,2,1,2,0,63964,44,28543,0,4,2,0,mydoom
3933,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3933,54,277,28543,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3934,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,83,3934,83,28543,277,0,2,2,1,2,2,128,2,1,2,0,63964,69,28572,0,29,2,0,mydoom
3935,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3935,54,277,28572,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3936,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3936,132,28572,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,28650,0,78,2,0,mydoom
3937,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3937,54,277,28650,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3938,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3938,133,28650,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,28729,0,79,2,0,mydoom
3939,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3939,54,277,28729,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3940,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3940,132,28729,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,28807,0,78,2,0,mydoom
3941,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3941,54,277,28807,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3942,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3942,132,28807,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,28885,0,78,2,0,mydoom
3943,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3943,54,277,28885,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3944,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3944,132,28885,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,28963,0,78,2,0,mydoom
3945,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3945,54,277,28963,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3946,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,126,3946,126,28963,277,0,2,2,1,2,2,128,2,1,2,0,63964,112,29035,0,72,2,0,mydoom
3947,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3947,54,277,29035,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3948,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,60,3948,60,29035,277,0,2,2,1,2,2,128,2,1,2,0,63964,46,29041,0,6,2,0,mydoom
3949,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3949,54,277,29041,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3950,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,1514,3950,1514,29041,277,0,2,2,2,2,2,128,2,1,2,0,63964,1500,30501,0,1460,2,0,mydoom
3951,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,97,3951,97,30501,277,0,2,2,1,2,2,128,2,1,2,0,63964,83,30544,0,1503,2,0,mydoom
3952,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3952,54,277,30501,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3953,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3953,54,277,30544,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3954,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,70,3954,70,30544,277,0,2,2,1,2,2,128,2,1,2,0,63964,56,30560,0,16,2,0,mydoom
3955,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3955,54,277,30560,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3956,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,91,3956,91,30560,277,0,2,2,1,2,2,128,2,1,2,0,63964,77,30597,0,37,2,0,mydoom
3957,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3957,54,277,30597,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3958,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,82,3958,82,30597,277,0,2,2,1,2,2,128,2,1,2,0,63964,68,30625,0,28,2,0,mydoom
3959,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3959,54,277,30625,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3960,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,57,3960,57,30625,277,0,2,2,1,2,2,128,2,1,2,0,63964,43,30628,0,3,2,0,mydoom
3961,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3961,54,277,30628,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3962,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3962,132,30628,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,30706,0,78,2,0,mydoom
3963,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3963,54,277,30706,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3964,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3964,132,30706,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,30784,0,78,2,0,mydoom
3965,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3965,54,277,30784,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3966,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3966,133,30784,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,30863,0,79,2,0,mydoom
3967,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3967,54,277,30863,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3968,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,128,3968,128,30863,277,0,2,2,1,2,2,128,2,1,2,0,63964,114,30937,0,74,2,0,mydoom
3969,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3969,54,277,30937,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3970,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,60,3970,60,30937,277,0,2,2,1,2,2,128,2,1,2,0,63964,46,30943,0,6,2,0,mydoom
3971,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3971,54,277,30943,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3972,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3972,132,30943,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,31021,0,78,2,0,mydoom
3973,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3973,54,277,31021,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3974,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,64,3974,64,31021,277,0,2,2,1,2,2,128,2,1,2,0,63964,50,31031,0,10,2,0,mydoom
3975,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3975,54,277,31031,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3976,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,124,3976,124,31031,277,0,2,2,1,2,2,128,2,1,2,0,63964,110,31101,0,70,2,0,mydoom
3977,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3977,54,277,31101,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3978,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,122,3978,122,31101,277,0,2,2,1,2,2,128,2,1,2,0,63964,108,31169,0,68,2,0,mydoom
3979,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3979,54,277,31169,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3980,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,66,3980,66,31169,277,0,2,2,1,2,2,128,2,1,2,0,63964,52,31181,0,12,2,0,mydoom
3981,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3981,54,277,31181,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3982,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,133,3982,133,31181,277,0,2,2,1,2,2,128,2,1,2,0,63964,119,31260,0,79,2,0,mydoom
3983,1563210214,185.70.40.103,20:e5:2a:b6:93:f1,25,10.7.15.101,00:08:02:1c:47:ae,49262,1,54,3983,54,277,31260,0,2,2,2,2,2,128,2,2,2,0,64240,40,277,0,0,2,0,mydoom
3984,1563210214,10.7.15.101,00:08:02:1c:47:ae,49262,185.70.40.103,20:e5:2a:b6:93:f1,25,3,132,3984,132,31260,277,0,2,2,1,2,2,128,2,1,2,0,63964,118,31338,0,78,2,0,mydoom
